City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,muisne,0.6,-80.0333,80.44,81,99,9.82,EC,1704653930
292,crane,31.3974,-102.3501,56.12,27,0,29.15,US,1704653930
293,murzuq,25.9155,13.9184,55.51,27,0,2.33,LY,1704653930
294,howrah,22.5892,88.3103,64.4,82,37,3.44,IN,1704653931
295,tukzar,35.9483,66.4213,35.98,98,100,1.21,AF,1704653931
296,yankton,42.8711,-97.3973,21.45,86,100,8.05,US,1704653767
297,navia,43.5354,-6.7194,41.79,88,6,3.2,ES,1704653931
298,al ghayzah,16.2079,52.176,72.37,36,6,12.82,YE,1704653931
299,dinguiraye,11.3,-10.7167,83.8,13,100,1.5,GN,1704653931
300,waynesville,35.4887,-82.9887,45.91,62,85,8.01,US,1704653932
301,mejit,10.2753,170.8646,80.31,63,100,17.47,MH,1704653932
302,ouesso,1.6136,16.0517,79.57,29,30,0.69,CG,1704653932
303,ormara,25.2088,64.6357,71.82,57,30,7.65,PK,1704653932
304,roma,43.2128,-75.4557,33.69,96,100,5.75,US,1704653900
305,san antonio de pale,-1.4014,5.6325,81.23,75,37,6.78,GQ,1704653932
306,kalengwa,-13.4659,25.0027,66.24,95,100,3.36,ZM,1704653932
307,ambon,-3.6954,128.1814,78.94,94,40,0.0,ID,1704653933
308,ust-nera,64.5667,143.2,-45.85,98,91,3.27,RU,1704653933
309,beolgyo,34.8449,127.3429,25.48,60,1,6.35,KR,1704653933
310,ust'-kulom,61.6864,53.6902,-14.3,99,100,6.49,RU,1704653933
311,fougamou,-1.2154,10.5838,75.97,93,76,1.28,GA,1704653933
312,ulladulla,-35.35,150.4667,68.09,83,100,7.65,AU,1704653933
313,kismayo,-0.3582,42.5454,80.82,74,10,15.64,SO,1704653934
314,hilo,19.7297,-155.09,74.62,95,100,7.0,US,1704653934
315,lesnoy,57.6198,63.0784,0.64,96,100,7.36,RU,1704653934
316,cooma,-36.2333,149.1333,64.83,98,100,3.56,AU,1704653934
317,luocheng,29.3848,104.0286,51.48,79,100,1.21,CN,1704653934
318,chongwe,-15.3292,28.682,75.78,85,8,2.66,ZM,1704653934
319,ghanzi,-21.5667,21.7833,84.87,33,97,4.85,BW,1704653934
320,nema,57.5067,50.5011,-10.53,96,39,8.59,RU,1704653935
321,kanganpur,30.7663,74.1231,49.95,41,33,1.36,PK,1704653935
322,kerikeri,-35.2268,173.9474,67.91,90,23,7.54,NZ,1704653935
323,nizhneangarsk,55.7833,109.55,0.0,94,98,4.0,RU,1704653935
324,katsuura,35.1333,140.3,46.42,43,82,18.54,JP,1704653935
325,purushottampur,19.5333,84.8833,64.78,82,6,2.66,IN,1704653935
326,kisangani,0.5167,25.2,76.84,45,57,0.51,CD,1704653936
327,uturoa,-16.7333,-151.4333,80.92,78,52,12.15,PF,1704653936
328,leh,34.1667,77.5833,20.39,38,100,0.31,IN,1704653936
329,sarkand,45.41,79.9186,32.9,48,27,9.64,KZ,1704653936
330,alaghsas,17.0187,8.0168,76.89,12,0,8.05,NE,1704653936
331,nurmijarvi,60.4641,24.8073,9.28,71,83,4.79,FI,1704653936
332,harnosand,62.6323,17.9379,-7.58,89,17,7.47,SE,1704653937
333,port lincoln,-34.7333,135.8667,61.18,83,100,13.53,AU,1704653937
334,urucurituba,-2.6833,-57.6667,81.16,75,99,1.52,BR,1704653937
335,gmunden,47.9189,13.7975,29.35,97,100,3.8,AT,1704653937
336,felege neway,6.3,36.8833,70.86,69,10,2.26,ET,1704653937
337,ghat,24.9647,10.1728,61.21,26,0,1.45,LY,1704653937
338,qaqortoq,60.7167,-46.0333,34.27,94,100,6.44,GL,1704653937
339,la tuque,47.4334,-72.7824,16.05,79,100,2.3,CA,1704653938
340,kingstown,13.1587,-61.2248,83.48,70,40,9.22,VC,1704653666
341,puerto lleras,3.0223,-73.4044,90.28,41,80,7.72,CO,1704653938
342,polyarnyy,69.1989,33.4478,18.93,91,100,16.22,RU,1704653938
343,kaa-khem,51.6833,94.7333,-8.59,95,84,3.22,RU,1704653938
344,kruisfontein,-34.0033,24.7314,63.88,84,100,7.94,ZA,1704653938
345,inirida,3.8653,-67.9239,93.36,41,78,3.53,CO,1704653938
346,hobyo,5.3505,48.5268,77.05,71,83,24.05,SO,1704653939
347,taltal,-25.4,-70.4833,73.24,65,20,10.42,CL,1704653939
348,whitehorse,60.7161,-135.0538,0.37,85,75,18.41,CA,1704653939
349,linxia chengguanzhen,35.6003,103.2064,29.53,35,0,2.26,CN,1704653939
350,malango,-2.9627,119.9001,69.3,97,100,1.72,ID,1704653939
351,zarinsk,53.7074,84.9493,16.9,97,98,6.31,RU,1704653939
352,orenburg,51.7727,55.0988,-1.95,92,11,8.75,RU,1704653940
353,kendari,-3.945,122.4989,76.03,95,100,3.0,ID,1704653940
354,shimanovsk,52.0,127.7,-13.79,98,95,3.29,RU,1704653940
355,huarmey,-10.0681,-78.1522,77.05,75,46,12.1,PE,1704653940
356,lockwood,45.8191,-108.4149,30.42,88,100,5.75,US,1704653940
357,ola,59.5833,151.2833,-25.56,89,18,7.63,RU,1704653941
358,troitskoye,52.9821,84.6757,17.55,98,94,6.93,RU,1704653941
359,hauterive,46.0901,3.4459,36.36,97,100,10.29,FR,1704653941
360,camana,-16.6228,-72.7111,74.39,72,64,8.41,PE,1704653941
361,ejutla de crespo,16.5667,-96.7333,72.55,45,98,4.85,MX,1704653941
362,hacienda huancane,-15.8222,-70.8856,59.52,27,80,11.48,PE,1704653942
363,al kharijah,25.4514,30.5464,63.57,31,100,4.99,EG,1704653942
364,canutama,-6.5339,-64.3831,88.12,64,95,0.47,BR,1704653942
365,tataouine,32.9297,10.4518,51.06,48,100,15.35,TN,1704653942
366,oriximina,-1.7656,-55.8661,88.81,54,66,2.86,BR,1704653943
367,sabang,5.8933,95.3214,80.53,82,100,17.81,ID,1704653943
368,bandon,51.7469,-8.7425,40.59,93,6,3.18,IE,1704653810
369,wajir,1.7471,40.0573,84.16,54,0,5.75,KE,1704653943
370,kanniyakumari,8.0833,77.5667,79.2,82,100,14.97,IN,1704653944
371,la toma,-33.0526,-65.6238,80.4,47,72,7.38,AR,1704653944
372,kivioli,59.3531,26.9711,9.81,85,19,6.62,EE,1704653944
373,buguruslan,53.6554,52.442,-13.88,98,7,5.84,RU,1704653945
374,bardai,11.65,7.2333,71.47,14,0,9.08,NG,1704653945
375,aleksandrov gay,50.147,48.5704,4.26,91,36,8.93,RU,1704653945
376,kapa'a,22.0752,-159.319,70.12,78,75,5.75,US,1704653946
377,los andes,-32.8337,-70.5983,86.02,23,2,10.09,CL,1704653946
378,milagres,-7.3133,-38.9456,95.77,21,31,9.1,BR,1704653946
379,kargat,55.1956,80.2811,11.34,97,100,10.65,RU,1704653947
380,tekeli,44.83,78.8239,28.71,54,97,13.4,KZ,1704653947
381,port saint john's,-31.6229,29.5448,71.92,89,100,7.67,ZA,1704653948
382,la sarre,48.8002,-79.1996,18.37,88,100,2.75,CA,1704653948
383,gaoual,11.75,-13.2,86.52,15,2,2.46,GN,1704653948
384,rusk,31.796,-95.1502,58.71,51,0,9.22,US,1704653712
385,lijiang,26.8688,100.2207,31.64,62,0,4.83,CN,1704653949
386,nuku'alofa,-21.1333,-175.2,75.54,94,75,3.44,TO,1704653949
387,forster,-32.1667,152.5167,67.28,87,100,11.83,AU,1704653949
388,hadibu,12.65,54.0333,74.21,60,15,13.65,YE,1704653949
389,paraiso,9.8383,-83.8656,83.16,65,98,6.49,CR,1704653697
390,la ronge,55.1001,-105.2842,-5.55,71,40,6.91,CA,1704653950
391,gargalianoi,37.0667,21.6333,52.36,72,99,25.03,GR,1704653951
392,ustka,54.5805,16.8619,18.64,84,72,13.24,PL,1704653951
393,korhogo,9.45,-5.6333,85.44,24,100,4.63,CI,1704653951
394,alto barinas,8.5931,-70.2261,96.33,29,13,5.39,VE,1704653951
395,pandharpur,17.6667,75.3333,77.79,40,90,16.13,IN,1704653952
396,trairi,-3.2778,-39.2689,84.99,64,58,11.5,BR,1704653725
397,dwarka,22.2394,68.9678,70.66,47,6,15.03,IN,1704653952
398,sarandi del yi,-33.35,-55.6333,84.29,52,100,10.16,UY,1704653953
399,amursk,50.2261,136.8994,-9.49,94,100,11.59,RU,1704653953
400,fale old settlement,-9.3852,-171.2468,82.53,77,86,16.84,TK,1704653953
401,tanout,14.9709,8.8879,71.22,12,100,10.33,NE,1704653953
402,summerside,46.3959,-63.7876,26.69,74,95,14.97,CA,1704653945
403,choibalsan,48.0667,114.5,-2.04,79,36,8.37,MN,1704653954
404,gudari,19.35,83.7833,63.21,70,35,0.85,IN,1704653954
405,siwa oasis,29.2041,25.5195,58.78,27,0,9.66,EG,1704653955
406,moyynkum,44.2914,72.9469,49.66,66,100,21.5,KZ,1704653955
407,yeniseysk,58.4497,92.1703,-29.06,100,100,3.0,RU,1704653955
408,namsos,64.4662,11.4957,35.65,80,100,6.91,NO,1704653955
409,tremonton,41.7119,-112.1655,28.71,71,40,18.99,US,1704653956
410,sao vicente,-23.9631,-46.3919,89.78,65,75,8.05,BR,1704653956
411,bartica,6.4,-58.6167,89.92,37,3,9.15,GY,1704653956
412,alofi,-19.0595,-169.9187,78.69,94,25,4.61,NU,1704653956
413,barcelona,41.3888,2.159,53.85,30,0,12.66,ES,1704653835
414,san pedro de ycuamandiyu,-24.0917,-57.0764,108.03,19,0,4.83,PY,1704653957
415,novyy urgal,51.0736,132.5642,-25.82,99,83,1.14,RU,1704653957
416,la maddalena,41.2142,9.4083,51.96,72,100,19.39,IT,1704653957
417,kadugli,11.0167,29.7167,74.23,19,0,6.6,SD,1704653957
418,castillos,-34.1667,-53.8333,84.74,52,100,2.82,UY,1704653958
419,ape,57.5393,26.6929,-2.58,97,5,1.7,LV,1704653958
420,kadhan,24.481,68.9859,63.28,31,0,10.6,PK,1704653958
421,saurimo,-9.6608,20.3916,68.0,92,78,4.23,AO,1704653659
422,skelleftea,64.7507,20.9528,21.99,100,0,9.22,SE,1704653959
423,barcelos,41.5388,-8.6151,47.91,76,80,2.51,PT,1704653684
424,boca do acre,-8.7522,-67.3978,91.38,52,23,4.12,BR,1704653959
425,burang,30.25,81.1667,15.51,46,0,2.48,CN,1704653959
426,whakatane,-37.9585,176.9854,67.51,87,100,1.59,NZ,1704653880
427,tsiombe,-25.3,45.4833,77.47,89,99,10.04,MG,1704653960
428,minas de marcona,-15.2119,-75.1103,71.87,60,100,14.61,PE,1704653960
429,badger,64.8,-147.5333,13.91,73,100,8.05,US,1704653960
430,reynosa,26.0833,-98.2833,70.7,67,0,9.22,MX,1704653961
431,jardim,-21.4803,-56.1381,99.14,32,40,11.5,BR,1704653961
432,nambucca heads,-30.65,153.0,68.0,89,98,6.15,AU,1704653961
433,nadym,65.5333,72.5167,-6.99,96,100,7.02,RU,1704653962
434,akhmet'a,42.0311,45.2075,39.72,38,100,2.35,GE,1704653962
435,amahai,-3.3333,128.9167,78.24,83,52,4.29,ID,1704653962
436,prince rupert,54.3161,-130.3201,35.29,100,0,9.22,CA,1704653962
437,nova xavantina,-14.6667,-52.35,84.49,77,16,3.85,BR,1704653962
438,ko samui,9.5357,99.9357,82.42,70,76,8.39,TH,1704653963
439,bandarbeyla,9.4942,50.8122,76.66,67,99,21.43,SO,1704653963
440,eenhana,-17.4667,16.3333,74.46,74,100,4.52,NA,1704653679
441,ha'il,27.5219,41.6907,59.02,72,0,0.0,SA,1704653963
442,calama,-22.4667,-68.9333,81.09,12,0,26.46,CL,1704653963
443,cambria,35.5641,-121.0808,53.74,50,2,11.36,US,1704653964
444,paphos,34.7667,32.4167,62.38,88,40,8.05,CY,1704653964
445,severo-yeniseyskiy,60.3725,93.0408,-23.42,100,99,4.0,RU,1704653964
446,yuzhno-kurilsk,44.0306,145.8556,29.37,79,100,5.68,RU,1704653964
447,aqadyr,48.2553,72.8483,32.22,96,100,19.33,KZ,1704653965
448,glace bay,46.1969,-59.957,24.33,74,75,11.5,CA,1704653965
449,fada,9.5667,8.3,74.34,14,0,5.55,NG,1704653965
450,verkhnevilyuysk,63.4453,120.3167,-17.95,99,100,3.18,RU,1704653965
451,bubaque,11.2833,-15.8333,80.42,62,43,12.95,GW,1704653966
452,tarko-sale,64.9225,77.785,-7.13,94,100,8.03,RU,1704653966
453,dubrovka,53.6907,33.5071,-0.02,92,100,8.5,RU,1704653966
454,bayside,40.8424,-124.0637,46.22,91,40,3.44,US,1704653966
455,woodward,36.4337,-99.3904,45.63,62,0,20.71,US,1704653967
456,bintulu,3.1667,113.0333,75.61,100,40,2.3,MY,1704653967
457,mainit,9.535,125.5231,77.22,85,100,6.53,PH,1704653967
458,jindabyne,-36.4167,148.6333,63.57,91,100,3.0,AU,1704653805
459,susanville,40.4163,-120.653,30.81,74,0,3.44,US,1704653968
460,sturgeon bay,44.8342,-87.377,35.96,80,100,6.91,US,1704653968
461,varadero,23.1536,-81.2514,82.45,68,14,9.19,CU,1704653969
462,las heras,-46.5419,-68.9359,72.95,20,23,26.55,AR,1704653969
463,bor,56.3567,44.0669,-9.0,97,7,5.32,RU,1704653969
464,shenjiamen,29.9576,122.298,44.56,63,100,6.11,CN,1704653969
465,elko,41.0002,-115.5012,25.74,68,100,11.99,US,1704653970
466,rikaze,29.25,88.8833,25.59,17,0,0.89,CN,1704653970
467,barra de santo antonio,-9.4047,-35.5072,88.88,57,0,12.59,BR,1704653970
468,douentza,14.9951,-2.9517,81.21,12,100,5.73,ML,1704653970
469,miercurea nirajului,46.5333,24.8,42.35,79,100,3.49,RO,1704653971
470,ponta delgada,37.7333,-25.6667,61.52,67,20,17.27,PT,1704653971
471,fortuna,40.5982,-124.1573,45.99,92,40,1.01,US,1704653972
472,berbera,10.4396,45.0143,76.87,68,7,5.21,SO,1704653972
473,terrace,54.5163,-128.6035,33.22,93,75,4.61,CA,1704653972
474,zyryanovsk,49.7386,84.2719,8.17,97,86,2.84,KZ,1704653972
475,grande prairie,55.1667,-118.8027,-11.02,84,40,0.0,CA,1704653620
476,arkalyk,50.2486,66.9114,31.08,98,100,22.53,KZ,1704653973
477,sorong,-0.8833,131.25,79.68,84,100,4.68,ID,1704653973
478,sidi ifni,29.3797,-10.173,67.75,76,0,4.68,MA,1704653973
479,taksimo,56.3444,114.8794,-12.35,95,100,0.51,RU,1704653973
480,natal,-5.795,-35.2094,88.45,62,20,12.66,BR,1704653927
481,flin flon,54.7682,-101.865,-9.56,70,75,6.91,CA,1704653974
482,sant lluis,39.8526,4.2594,48.6,71,20,5.75,ES,1704653974
483,holualoa,19.6228,-155.9522,73.78,75,40,4.61,US,1704653974
484,micheweni,-4.9667,39.8333,81.09,81,11,9.17,TZ,1704653974
485,guatrache,-37.6678,-63.5302,68.52,80,100,10.0,AR,1704653974
486,vadso,70.0744,29.7487,26.76,93,100,20.71,NO,1704653975
487,midvagur,62.0511,-7.1939,38.23,81,40,2.3,FO,1704653975
488,beau vallon,-20.4189,57.6953,80.83,78,40,6.91,MU,1704653975
489,sao gabriel,-30.3364,-54.32,80.56,76,100,12.88,BR,1704653975
490,kalmunai,7.4167,81.8167,77.74,88,96,3.51,LK,1704653976
491,kendraparha,20.5,86.4167,65.5,68,0,4.41,IN,1704653976
492,okhotsk,59.3833,143.3,-26.82,82,34,9.06,RU,1704653976
493,esquel,-42.9,-71.3167,64.89,38,34,16.71,AR,1704653976
494,oelsnitz,50.4147,12.1695,24.76,82,100,13.65,DE,1704653977
495,imbituba,-28.24,-48.6703,78.66,81,39,15.03,BR,1704653977
496,saratov,51.5667,46.0333,2.95,45,14,4.0,RU,1704653977
497,kayangel,8.0823,134.7173,82.74,80,100,15.03,PW,1704653977
498,pljevlja,43.3333,19.3333,36.93,100,100,2.98,ME,1704653978
499,tongliao,43.6125,122.2653,6.22,77,100,15.01,CN,1704653978
500,steinbach,50.1667,8.5667,32.58,67,100,18.41,DE,1704653978
501,cascais,38.6979,-9.4215,52.5,78,0,7.0,PT,1704653978
502,sukuta,13.4103,-16.7082,96.82,17,0,6.91,GM,1704653978
503,puerto aysen,-45.4,-72.7,55.54,92,97,5.88,CL,1704653979
504,luanda,-8.8368,13.2343,80.6,72,20,9.22,AO,1704653805
505,spalt,49.1755,10.9245,27.59,71,100,10.33,DE,1704653979
506,toshbuloq,40.9234,71.5721,45.41,81,100,4.61,UZ,1704653979
507,qamdo,31.1667,97.2333,13.84,38,0,1.39,CN,1704653979
508,great falls,47.5002,-111.3008,17.67,78,100,9.22,US,1704653980
509,zastron,-30.3023,27.084,68.43,56,99,5.21,ZA,1704653980
510,gorodishche,48.8045,44.4744,16.68,86,40,11.18,RU,1704653980
511,alta,69.9689,23.2717,31.26,86,75,16.11,NO,1704653980
512,novaya ladoga,60.1025,32.3019,-1.26,93,15,7.07,RU,1704653981
513,udachny,66.4167,112.4,-13.16,100,100,4.07,RU,1704653981
514,al bayda',32.7627,21.7551,48.25,70,5,18.63,LY,1704653981
515,cheremukhovo,60.3484,59.9851,-4.18,97,100,4.0,RU,1704653981
516,pacific grove,36.6177,-121.9166,52.43,66,0,7.0,US,1704653981
517,lata,40.1629,-8.3327,45.07,78,55,0.89,PT,1704653981
518,huaidian,33.4333,115.0333,35.2,52,100,5.93,CN,1704653982
519,tongchuanshi,35.0806,109.0897,31.53,49,0,2.21,CN,1704653982
520,krasnovishersk,60.4078,57.082,-13.47,97,100,5.21,RU,1704653982
521,papao,-17.75,-149.55,83.88,83,28,13.29,PF,1704653982
522,sinabang,2.4803,96.3801,80.06,82,100,1.54,ID,1704653982
523,retreat,38.8245,-85.8533,37.38,82,100,5.01,US,1704653982
524,east london,-33.0153,27.9116,70.74,83,40,9.22,ZA,1704653982
525,nyurba,63.2842,118.3319,-14.26,100,99,1.54,RU,1704653983
526,karasburg,-28.0167,18.75,79.77,13,89,10.02,NA,1704653983
527,mirpur sakro,24.5474,67.6277,64.98,32,0,9.48,PK,1704653983
528,marco island,25.9363,-81.7157,64.4,79,100,10.36,US,1704653983
529,bodaybo,57.8506,114.1933,1.51,98,100,4.25,RU,1704653983
530,pyt-yakh,60.7499,72.8582,0.01,97,100,9.69,RU,1704653983
531,banda aceh,5.5577,95.3222,77.95,87,84,11.23,ID,1704653984
532,rovaniemi,66.5,25.7167,4.41,85,100,9.22,FI,1704653984
533,grants pass,42.439,-123.3284,42.35,95,100,0.0,US,1704653984
534,puerto santa,-8.9906,-78.6456,76.23,75,93,11.21,PE,1704653984
535,fort bragg,35.139,-79.006,59.2,51,0,17.27,US,1704653984
536,ushtobe,45.2514,77.9838,36.25,66,100,2.98,KZ,1704653984
537,koryazhma,61.3143,47.1691,2.7,96,100,8.66,RU,1704653985
538,karachi,24.9056,67.0822,60.62,31,0,6.91,PK,1704653873
539,nea anchialos,39.2833,22.8167,53.69,100,89,7.0,GR,1704653985
540,abadan,30.3392,48.3043,57.15,51,0,6.91,IR,1704653985
541,gbely,48.718,17.1163,28.71,81,92,22.55,SK,1704653985
542,bonthe,7.5264,-12.505,82.67,75,48,9.28,SL,1704653985
543,talisay,10.2447,123.8494,80.62,83,20,8.05,PH,1704653986
544,malvan,16.0667,73.4667,77.4,76,90,5.5,IN,1704653986
545,walvis bay,-22.9575,14.5053,70.75,68,0,12.66,NA,1704653986
546,brigantine,39.4101,-74.3646,43.03,85,100,21.85,US,1704653986
547,rajnagar,24.8833,79.9167,57.29,82,4,3.09,IN,1704653986
548,gondar,12.6,37.4667,58.39,41,11,5.19,ET,1704653986
549,broken hill,-31.95,141.4333,68.23,79,0,12.53,AU,1704653986
550,cabedelo,-6.9811,-34.8339,88.47,66,0,9.08,BR,1704653987
551,lubang,13.8584,120.124,79.68,78,100,25.66,PH,1704653987
552,ikang,4.7898,8.5316,82.45,75,5,5.3,NG,1704653987
553,sao tome,0.3365,6.7273,81.75,76,39,5.01,ST,1704653987
554,nuuk,64.1835,-51.7216,23.88,73,100,23.0,GL,1704653963
555,dompu,-8.5356,118.4622,77.2,94,99,1.48,ID,1704653988
556,smithers,54.7804,-127.1743,23.32,100,75,0.0,CA,1704653988
557,caleta de carquin,-11.0925,-77.6267,76.75,74,55,12.19,PE,1704653988
558,truro,50.2653,-5.0544,39.96,79,75,5.75,GB,1704653988
559,sur,22.5667,59.5289,72.21,67,45,7.54,OM,1704653988
560,vernon,50.2581,-119.2691,36.21,63,86,2.3,CA,1704653715
561,noshiro,40.2039,140.0242,29.46,75,100,20.8,JP,1704653989
562,touros,-5.1989,-35.4608,84.6,66,20,10.42,BR,1704653989
563,moravsky krumlov,49.0489,16.3117,28.09,80,100,16.11,CZ,1704653989
564,danjiangkou,32.5428,111.5086,37.99,53,54,1.74,CN,1704653989
565,port moresby,-9.4431,147.1797,76.42,94,40,2.3,PG,1704653989
566,kantabanji,20.4833,82.9167,63.82,57,5,3.24,IN,1704653990
567,noumea,-22.2763,166.4572,73.38,82,97,8.21,NC,1704653990
568,simpang,-1.2667,104.0833,75.18,97,100,2.19,ID,1704653990
569,yashkul',46.1711,45.3435,35.64,88,100,16.55,RU,1704653990
570,bhamo,24.2667,97.2333,54.61,66,0,1.23,MM,1704653990
571,tutoia,-2.7619,-42.2744,83.64,75,90,12.53,BR,1704653991
572,arvayheer,46.2639,102.775,11.62,84,36,7.74,MN,1704653991
573,filey,54.21,-0.2892,39.78,84,99,1.01,GB,1704653991
574,taguatinga,-12.3857,-46.5711,85.35,63,83,4.0,BR,1704653991
575,aykhal,66.0,111.5,-15.5,99,100,4.63,RU,1704653991
576,kishorganj,24.4333,90.7667,62.82,53,2,6.53,BD,1704653991
577,helena valley west central,46.6629,-112.0604,21.15,71,100,6.91,US,1704653991
578,tughyl,47.7252,84.2063,17.47,96,91,11.41,KZ,1704653992
579,shenkursk,62.1091,42.896,-2.34,99,95,4.18,RU,1704653992
580,katsuren-haebaru,26.3369,127.8719,61.57,66,75,8.05,JP,1704653992
581,spirovo,57.419,34.9766,-10.86,99,20,3.98,RU,1704653992
582,chibougamau,49.9168,-74.3659,10.02,79,100,6.91,CA,1704653992
583,thinadhoo,0.5333,72.9333,82.94,77,100,14.27,MV,1704653992
584,kyren,51.6828,102.1408,13.95,97,98,1.01,RU,1704653993
585,korenevo,55.6719,38.0078,-7.19,84,0,6.71,RU,1704653993
586,quelimane,-17.8786,36.8883,82.35,74,40,5.01,MZ,1704653993
